hhid,eligible,time,cash,female,age25,schooling,health
705,0,0,1,1,1,0,1.26993
705,0,1,1,1,1,0,-.57012212
706,0,0,1,1,1,0,1.26993
706,0,1,1,1,1,0,.34990394
707,0,0,1,1,1,1,-.57012212
707,0,1,1,1,1,1,-.57012212
708,1,0,1,1,1,0,-.57012212
708,1,1,1,1,1,0,-.57012212
709,0,0,1,0,1,1,1.26993
709,0,1,1,0,1,1,-.57012212
710,0,0,1,0,1,1,-.57012212
710,0,1,1,0,1,1,-.57012212
711,0,0,1,1,1,0,-1.4901482
711,0,1,1,1,1,0,-1.4901482
712,1,0,1,0,1,1,1.26993
712,1,1,1,0,1,1,1.26993
713,1,0,1,1,1,1,-.57012212
713,1,1,1,1,1,1,-.57012212
714,0,0,1,0,1,1,-.57012212
714,0,1,1,0,1,1,1.26993
715,1,0,1,1,0,1,1.26993
715,1,1,1,1,0,1,.34990394
716,1,0,1,0,1,1,1.26993
716,1,1,1,0,1,1,-.57012212
717,0,0,1,1,0,1,-.57012212
717,0,1,1,1,0,1,1.26993
718,0,0,1,1,1,0,.34990394
718,0,1,1,1,1,0,-.57012212
719,1,0,1,1,1,1,-.57012212
719,1,1,1,1,1,1,-.57012212
720,1,0,1,1,0,1,1.26993
720,1,1,1,1,0,1,-.57012212
721,0,0,1,0,1,0,-.57012212
721,0,1,1,0,1,0,-.57012212
722,0,0,1,0,1,0,-2.4101741
722,0,1,1,0,1,0,-.57012212
723,1,0,1,1,1,0,-1.4901482
723,1,1,1,1,1,0,-.57012212
724,0,0,1,1,1,0,-.57012212
724,0,1,1,1,1,0,-.57012212
725,1,0,1,0,1,0,1.26993
725,1,1,1,0,1,0,1.26993
726,1,0,1,1,1,0,-.57012212
726,1,1,1,1,1,0,-.57012212
727,1,0,1,0,1,0,-1.4901482
727,1,1,1,0,1,0,-.57012212
728,0,0,1,1,1,1,-.57012212
728,0,1,1,1,1,1,.34990394
729,1,0,1,1,0,0,.34990394
729,1,1,1,1,0,0,1.26993
730,1,0,1,0,1,0,1.26993
730,1,1,1,0,1,0,-.57012212
731,0,0,1,1,1,0,-.57012212
731,0,1,1,1,1,0,-2.4101741
732,0,0,1,1,1,1,-.57012212
732,0,1,1,1,1,1,-.57012212
733,1,0,1,1,1,0,-.57012212
733,1,1,1,1,1,0,.34990394
734,1,0,1,0,1,0,1.26993
734,1,1,1,0,1,0,-.57012212
735,0,0,1,1,1,1,1.26993
735,0,1,1,1,1,1,-.57012212
736,1,0,1,0,1,0,.34990394
736,1,1,1,0,1,0,-.57012212
737,0,0,1,1,1,0,-.57012212
737,0,1,1,1,1,0,-.57012212
738,1,0,1,1,1,0,1.26993
738,1,1,1,1,1,0,-1.4901482
739,0,0,1,1,1,1,-.57012212
739,0,1,1,1,1,1,-.57012212
740,1,0,1,1,0,0,-.57012212
740,1,1,1,1,0,0,-.57012212
741,1,0,1,1,1,0,-1.4901482
741,1,1,1,1,1,0,-.57012212
742,1,0,1,1,1,1,.34990394
742,1,1,1,1,1,1,-.57012212
743,0,0,1,1,1,1,1.26993
743,0,1,1,1,1,1,-.57012212
744,0,0,1,0,1,1,-2.4101741
744,0,1,1,0,1,1,-.57012212
745,0,0,1,1,1,0,-1.4901482
745,0,1,1,1,1,0,-.57012212
746,0,0,1,1,1,0,-.57012212
746,0,1,1,1,1,0,-.57012212
747,1,0,1,1,1,0,-.57012212
747,1,1,1,1,1,0,.34990394
748,1,0,1,1,1,1,1.26993
748,1,1,1,1,1,1,-.57012212
749,1,0,1,1,1,1,-1.4901482
749,1,1,1,1,1,1,1.26993
750,0,0,1,1,1,0,-.57012212
750,0,1,1,1,1,0,.34990394
751,1,0,1,1,0,1,1.26993
751,1,1,1,1,0,1,1.26993
752,1,0,1,1,1,0,-.57012212
752,1,1,1,1,1,0,-.57012212
753,1,0,1,1,1,1,-1.4901482
753,1,1,1,1,1,1,1.26993
754,1,0,1,1,1,0,-.57012212
754,1,1,1,1,1,0,-.57012212
755,1,0,1,1,1,0,1.26993
755,1,1,1,1,1,0,-.57012212
756,0,0,1,0,1,0,-1.4901482
756,0,1,1,0,1,0,-1.4901482
757,1,0,1,1,1,0,-.57012212
757,1,1,1,1,1,0,.34990394
758,0,0,1,1,1,0,-1.4901482
758,0,1,1,1,1,0,-1.4901482
759,0,0,1,1,1,0,-1.4901482
759,0,1,1,1,1,0,-.57012212
760,1,0,1,0,1,1,-.57012212
760,1,1,1,0,1,1,-.57012212
761,0,0,1,1,1,1,1.26993
761,0,1,1,1,1,1,.34990394
762,0,0,1,1,1,1,1.26993
762,0,1,1,1,1,1,-.57012212
763,1,0,1,1,1,1,1.26993
763,1,1,1,1,1,1,.34990394
764,0,0,1,1,1,0,1.26993
764,0,1,1,1,1,0,.34990394
765,1,0,1,0,1,0,-.57012212
765,1,1,1,0,1,0,-1.4901482
766,0,0,1,1,1,0,-.57012212
766,0,1,1,1,1,0,-.57012212
767,0,0,1,1,1,0,-.57012212
767,0,1,1,1,1,0,-1.4901482
768,1,0,1,1,1,1,-.57012212
768,1,1,1,1,1,1,-.57012212
769,1,0,1,0,1,1,-.57012212
769,1,1,1,0,1,1,-.57012212
770,1,0,1,0,0,0,1.26993
770,1,1,1,0,0,0,1.26993
771,0,0,1,0,0,1,-.57012212
771,0,1,1,0,0,1,1.26993
772,0,0,1,1,1,1,-.57012212
772,0,1,1,1,1,1,.34990394
773,0,0,1,1,1,1,-.57012212
773,0,1,1,1,1,1,.34990394
774,1,0,1,1,1,1,-.57012212
774,1,1,1,1,1,1,-.57012212
775,0,0,1,1,1,1,-.57012212
775,0,1,1,1,1,1,-.57012212
776,1,0,1,1,1,1,-.57012212
776,1,1,1,1,1,1,-.57012212
777,0,0,1,1,1,0,-1.4901482
777,0,1,1,1,1,0,.34990394
778,0,0,1,1,1,1,-.57012212
778,0,1,1,1,1,1,-.57012212
779,0,0,1,1,1,0,-.57012212
779,0,1,1,1,1,0,-.57012212
780,0,0,1,0,1,0,-.57012212
780,0,1,1,0,1,0,-.57012212
781,1,0,1,1,0,0,1.26993
781,1,1,1,1,0,0,-.57012212
782,0,0,1,0,1,1,-1.4901482
782,0,1,1,0,1,1,.34990394
783,0,0,1,0,1,0,-1.4901482
783,0,1,1,0,1,0,-.57012212
784,1,0,1,0,1,1,1.26993
784,1,1,1,0,1,1,1.26993
785,1,0,1,1,0,0,1.26993
785,1,1,1,1,0,0,1.26993
786,0,0,1,1,1,0,-.57012212
786,0,1,1,1,1,0,1.26993
787,0,0,1,0,1,1,.34990394
787,0,1,1,0,1,1,-.57012212
788,0,0,1,1,1,0,1.26993
788,0,1,1,1,1,0,-.57012212
789,0,0,1,0,1,1,-.57012212
789,0,1,1,0,1,1,.34990394
790,1,0,1,1,1,1,1.26993
790,1,1,1,1,1,1,-.57012212
791,0,0,1,1,1,1,1.26993
791,0,1,1,1,1,1,-.57012212
792,1,0,1,1,1,0,-1.4901482
792,1,1,1,1,1,0,-.57012212
793,1,0,1,1,0,0,1.26993
793,1,1,1,1,0,0,-.57012212
794,1,0,1,1,1,0,1.26993
794,1,1,1,1,1,0,1.26993
795,0,0,1,0,1,0,1.26993
795,0,1,1,0,1,0,-.57012212
796,0,0,1,1,1,1,1.26993
796,0,1,1,1,1,1,-.57012212
797,0,0,1,0,1,1,-1.4901482
797,0,1,1,0,1,1,.34990394
798,1,0,1,1,1,1,-.57012212
798,1,1,1,1,1,1,-.57012212
799,1,0,1,1,1,0,1.26993
799,1,1,1,1,1,0,-.57012212
800,1,0,1,1,0,1,1.26993
800,1,1,1,1,0,1,1.26993
801,0,0,1,1,1,0,-.57012212
801,0,1,1,1,1,0,1.26993
802,1,0,1,1,1,0,-.57012212
802,1,1,1,1,1,0,-.57012212
803,0,0,1,1,1,1,-.57012212
803,0,1,1,1,1,1,1.26993
804,1,0,1,0,1,0,-.57012212
804,1,1,1,0,1,0,-.57012212
805,1,0,1,1,1,0,1.26993
805,1,1,1,1,1,0,1.26993
806,0,0,1,1,1,0,-1.4901482
806,0,1,1,1,1,0,1.26993
807,1,0,1,1,1,1,1.26993
807,1,1,1,1,1,1,-.57012212
808,0,0,1,0,1,1,-.57012212
808,0,1,1,0,1,1,1.26993
809,1,0,1,0,1,0,-.57012212
809,1,1,1,0,1,0,-1.4901482
810,1,0,1,1,1,0,-.57012212
810,1,1,1,1,1,0,-1.4901482
811,1,0,1,0,1,0,-1.4901482
811,1,1,1,0,1,0,-.57012212
812,0,0,1,0,1,0,-1.4901482
812,0,1,1,0,1,0,1.26993
813,0,0,1,1,1,0,-.57012212
813,0,1,1,1,1,0,-2.4101741
814,1,0,1,1,0,1,-.57012212
814,1,1,1,1,0,1,.34990394
815,1,0,1,1,1,0,1.26993
815,1,1,1,1,1,0,-.57012212
816,1,0,1,1,1,0,-.57012212
816,1,1,1,1,1,0,-.57012212
817,0,0,1,1,1,0,.34990394
817,0,1,1,1,1,0,-.57012212
818,1,0,1,1,1,1,-.57012212
818,1,1,1,1,1,1,-.57012212
819,0,0,1,1,1,0,-.57012212
819,0,1,1,1,1,0,-.57012212
820,0,0,1,1,1,0,-2.4101741
820,0,1,1,1,1,0,-.57012212
821,0,0,1,1,1,1,-.57012212
821,0,1,1,1,1,1,-.57012212
822,0,0,1,1,1,1,-1.4901482
822,0,1,1,1,1,1,-.57012212
823,1,0,1,1,1,1,-1.4901482
823,1,1,1,1,1,1,-.57012212
824,1,0,1,1,1,0,-1.4901482
824,1,1,1,1,1,0,-1.4901482
825,0,0,1,0,1,1,-.57012212
825,0,1,1,0,1,1,1.26993
826,0,0,1,0,1,0,-.57012212
826,0,1,1,0,1,0,-.57012212
827,1,0,1,1,1,0,-.57012212
827,1,1,1,1,1,0,.34990394
828,0,0,1,1,1,0,-2.4101741
828,0,1,1,1,1,0,-1.4901482
829,1,0,1,1,1,0,-.57012212
829,1,1,1,1,1,0,1.26993
830,0,0,1,1,1,0,1.26993
830,0,1,1,1,1,0,-.57012212
831,0,0,1,1,1,0,1.26993
831,0,1,1,1,1,0,-1.4901482
832,1,0,1,1,1,1,-.57012212
832,1,1,1,1,1,1,1.26993
833,1,0,1,1,1,1,-.57012212
833,1,1,1,1,1,1,.34990394
834,0,0,1,0,1,1,-.57012212
834,0,1,1,0,1,1,-.57012212
835,0,0,1,1,1,0,-.57012212
835,0,1,1,1,1,0,-1.4901482
836,1,0,1,1,0,0,.34990394
836,1,1,1,1,0,0,-.57012212
837,1,0,1,1,0,0,1.26993
837,1,1,1,1,0,0,-.57012212
838,0,0,1,1,0,1,.34990394
838,0,1,1,1,0,1,-.57012212
839,1,0,1,0,1,0,.34990394
839,1,1,1,0,1,0,-1.4901482
840,0,0,1,0,1,0,-.57012212
840,0,1,1,0,1,0,1.26993
841,1,0,1,1,0,0,-.57012212
841,1,1,1,1,0,0,-.57012212
842,1,0,1,1,1,0,-.57012212
842,1,1,1,1,1,0,-.57012212
843,0,0,1,0,1,1,-1.4901482
843,0,1,1,0,1,1,-2.4101741
844,1,0,1,0,1,1,-.57012212
844,1,1,1,0,1,1,-.57012212
845,1,0,1,0,1,0,1.26993
845,1,1,1,0,1,0,-.57012212
846,1,0,1,0,1,0,-1.4901482
846,1,1,1,0,1,0,1.26993
847,0,0,1,1,1,1,1.26993
847,0,1,1,1,1,1,.34990394
848,0,0,1,0,1,0,-.57012212
848,0,1,1,0,1,0,-.57012212
849,1,0,1,1,1,0,1.26993
849,1,1,1,1,1,0,1.26993
850,0,0,1,1,1,0,-.57012212
850,0,1,1,1,1,0,-1.4901482
851,0,0,1,1,1,0,-.57012212
851,0,1,1,1,1,0,-1.4901482
852,1,0,1,1,1,0,-1.4901482
852,1,1,1,1,1,0,-.57012212
853,1,0,1,1,1,0,1.26993
853,1,1,1,1,1,0,-.57012212
854,0,0,1,1,1,0,-.57012212
854,0,1,1,1,1,0,-.57012212
855,0,0,1,0,1,1,-.57012212
855,0,1,1,0,1,1,-.57012212
856,1,0,1,0,1,0,1.26993
856,1,1,1,0,1,0,1.26993
857,1,0,1,1,1,0,.34990394
857,1,1,1,1,1,0,-.57012212
858,0,0,1,1,1,1,.34990394
858,0,1,1,1,1,1,1.26993
859,0,0,1,1,1,0,-.57012212
859,0,1,1,1,1,0,-1.4901482
860,0,0,1,1,1,0,-1.4901482
860,0,1,1,1,1,0,-.57012212
861,1,0,1,0,1,0,1.26993
861,1,1,1,0,1,0,-1.4901482
862,1,0,1,1,1,0,-.57012212
862,1,1,1,1,1,0,.34990394
863,0,0,1,1,1,0,-.57012212
863,0,1,1,1,1,0,-.57012212
864,1,0,1,1,0,1,1.26993
864,1,1,1,1,0,1,1.26993
865,1,0,1,0,0,0,-.57012212
865,1,1,1,0,0,0,-.57012212
866,1,0,1,1,0,1,1.26993
866,1,1,1,1,0,1,1.26993
867,0,0,1,0,1,0,-1.4901482
867,0,1,1,0,1,0,-1.4901482
868,1,0,1,1,0,0,1.26993
868,1,1,1,1,0,0,-.57012212
869,1,0,1,1,1,1,-.57012212
869,1,1,1,1,1,1,.34990394
870,1,0,1,1,1,1,-.57012212
870,1,1,1,1,1,1,.34990394
871,1,0,1,0,1,1,1.26993
871,1,1,1,0,1,1,-.57012212
872,0,0,1,1,1,1,1.26993
872,0,1,1,1,1,1,-.57012212
873,1,0,1,0,1,1,-1.4901482
873,1,1,1,0,1,1,1.26993
874,0,0,1,1,1,1,-.57012212
874,0,1,1,1,1,1,-.57012212
875,0,0,1,1,1,0,.34990394
875,0,1,1,1,1,0,-.57012212
876,0,0,1,1,0,0,1.26993
876,0,1,1,1,0,0,1.26993
877,0,0,1,0,1,1,.34990394
877,0,1,1,0,1,1,1.26993
878,0,0,1,1,1,1,1.26993
878,0,1,1,1,1,1,1.26993
879,1,0,1,1,1,0,1.26993
879,1,1,1,1,1,0,-.57012212
880,0,0,1,1,1,0,-.57012212
880,0,1,1,1,1,0,-.57012212
881,0,0,1,1,1,0,-.57012212
881,0,1,1,1,1,0,-1.4901482
882,0,0,1,1,1,1,-.57012212
882,0,1,1,1,1,1,.34990394
883,0,0,1,1,1,0,-2.4101741
883,0,1,1,1,1,0,.34990394
884,1,0,1,1,1,0,1.26993
884,1,1,1,1,1,0,.34990394
885,0,0,1,0,1,0,-.57012212
885,0,1,1,0,1,0,.34990394
886,1,0,1,0,1,0,-.57012212
886,1,1,1,0,1,0,-.57012212
887,0,0,1,1,1,0,-.57012212
887,0,1,1,1,1,0,-.57012212
888,0,0,1,1,1,0,-.57012212
888,0,1,1,1,1,0,1.26993
889,1,0,1,1,1,1,-.57012212
889,1,1,1,1,1,1,.34990394
890,1,0,1,0,1,1,-.57012212
890,1,1,1,0,1,1,1.26993
891,0,0,1,1,1,0,-.57012212
891,0,1,1,1,1,0,.34990394
892,1,0,1,1,1,0,-1.4901482
892,1,1,1,1,1,0,-2.4101741
893,1,0,1,1,1,0,1.26993
893,1,1,1,1,1,0,.34990394
894,0,0,1,1,1,0,-.57012212
894,0,1,1,1,1,0,-.57012212
895,1,0,1,1,1,0,1.26993
895,1,1,1,1,1,0,1.26993
896,1,0,1,0,0,1,1.26993
896,1,1,1,0,0,1,1.26993
897,0,0,1,1,0,0,1.26993
897,0,1,1,1,0,0,1.26993
898,0,0,1,1,1,1,1.26993
898,0,1,1,1,1,1,1.26993
899,0,0,1,0,1,0,1.26993
899,0,1,1,0,1,0,1.26993
900,1,0,1,1,0,0,1.26993
900,1,1,1,1,0,0,1.26993
901,1,0,1,0,1,0,1.26993
901,1,1,1,0,1,0,1.26993
902,1,0,1,0,1,0,-.57012212
902,1,1,1,0,1,0,-.57012212
903,0,0,1,1,1,0,.34990394
903,0,1,1,1,1,0,-.57012212
904,1,0,1,1,1,1,-1.4901482
904,1,1,1,1,1,1,-.57012212
905,1,0,1,1,1,0,1.26993
905,1,1,1,1,1,0,.34990394
906,0,0,1,1,1,1,-.57012212
906,0,1,1,1,1,1,1.26993
907,1,0,1,0,1,0,1.26993
907,1,1,1,0,1,0,-.57012212
908,0,0,1,0,1,0,-.57012212
908,0,1,1,0,1,0,-.57012212
909,0,0,1,1,1,0,1.26993
909,0,1,1,1,1,0,-.57012212
910,1,0,1,1,1,0,-.57012212
910,1,1,1,1,1,0,-1.4901482
911,0,0,1,0,1,0,-.57012212
911,0,1,1,0,1,0,.34990394
912,1,0,1,1,0,0,1.26993
912,1,1,1,1,0,0,1.26993
913,0,0,1,0,1,1,-.57012212
913,0,1,1,0,1,1,-.57012212
914,1,0,1,0,1,0,1.26993
914,1,1,1,0,1,0,-.57012212
915,1,0,1,0,1,0,1.26993
915,1,1,1,0,1,0,-.57012212
916,0,0,1,1,1,0,1.26993
916,0,1,1,1,1,0,1.26993
917,0,0,1,1,1,0,-.57012212
917,0,1,1,1,1,0,-.57012212
918,1,0,1,1,1,0,-.57012212
918,1,1,1,1,1,0,-.57012212
919,1,0,1,1,0,1,-.57012212
919,1,1,1,1,0,1,-.57012212
920,0,0,1,1,1,1,1.26993
920,0,1,1,1,1,1,1.26993
921,0,0,1,1,1,0,1.26993
921,0,1,1,1,1,0,1.26993
922,0,0,1,1,1,0,-.57012212
922,0,1,1,1,1,0,1.26993
923,1,0,1,1,1,1,-.57012212
923,1,1,1,1,1,1,-1.4901482
924,1,0,1,1,1,1,-.57012212
924,1,1,1,1,1,1,1.26993
925,0,0,1,1,1,0,-1.4901482
925,0,1,1,1,1,0,-.57012212
926,1,0,1,0,1,1,-.57012212
926,1,1,1,0,1,1,-.57012212
927,1,0,1,1,0,1,-1.4901482
927,1,1,1,1,0,1,1.26993
928,0,0,1,1,1,1,-.57012212
928,0,1,1,1,1,1,-.57012212
929,0,0,1,1,1,0,-.57012212
929,0,1,1,1,1,0,-.57012212
930,1,0,1,1,1,1,1.26993
930,1,1,1,1,1,1,1.26993
931,1,0,1,1,1,0,1.26993
931,1,1,1,1,1,0,-.57012212
932,0,0,1,1,1,0,1.26993
932,0,1,1,1,1,0,-.57012212
933,1,0,1,0,1,1,-.57012212
933,1,1,1,0,1,1,.34990394
934,1,0,1,1,1,0,1.26993
934,1,1,1,1,1,0,1.26993
935,0,0,1,1,1,0,1.26993
935,0,1,1,1,1,0,.34990394
936,1,0,1,1,1,1,-.57012212
936,1,1,1,1,1,1,-1.4901482
937,0,0,1,1,0,0,-.57012212
937,0,1,1,1,0,0,-1.4901482
938,0,0,1,0,1,1,-.57012212
938,0,1,1,0,1,1,-.57012212
939,0,0,1,1,1,0,-.57012212
939,0,1,1,1,1,0,-1.4901482
940,1,0,1,1,1,0,-1.4901482
940,1,1,1,1,1,0,-.57012212
941,0,0,1,1,1,0,.34990394
941,0,1,1,1,1,0,.34990394
942,0,0,1,0,1,0,-1.4901482
942,0,1,1,0,1,0,-1.4901482
943,0,0,1,0,1,1,-1.4901482
943,0,1,1,0,1,1,1.26993
944,0,0,1,1,1,1,-.57012212
944,0,1,1,1,1,1,-.57012212
945,0,0,1,1,1,0,1.26993
945,0,1,1,1,1,0,1.26993
946,1,0,1,1,0,0,-.57012212
946,1,1,1,1,0,0,-.57012212
947,0,0,1,1,1,1,1.26993
947,0,1,1,1,1,1,.34990394
948,1,0,1,1,0,1,-.57012212
948,1,1,1,1,0,1,.34990394
949,0,0,1,1,1,0,-.57012212
949,0,1,1,1,1,0,-1.4901482
950,0,0,1,1,1,0,1.26993
950,0,1,1,1,1,0,1.26993
951,1,0,1,0,1,1,-1.4901482
951,1,1,1,0,1,1,-1.4901482
952,0,0,1,1,1,1,-.57012212
952,0,1,1,1,1,1,-.57012212
953,1,0,1,0,1,1,1.26993
953,1,1,1,0,1,1,-.57012212
954,1,0,1,1,1,0,-.57012212
954,1,1,1,1,1,0,-.57012212
955,0,0,1,1,1,0,-2.4101741
955,0,1,1,1,1,0,-2.4101741
956,1,0,1,1,1,0,-.57012212
956,1,1,1,1,1,0,.34990394
957,0,0,1,0,1,1,-.57012212
957,0,1,1,0,1,1,-.57012212
958,0,0,1,1,1,0,1.26993
958,0,1,1,1,1,0,-.57012212
959,1,0,1,1,0,1,-.57012212
959,1,1,1,1,0,1,-1.4901482
960,1,0,1,1,1,1,-.57012212
960,1,1,1,1,1,1,1.26993
961,1,0,1,0,1,0,-.57012212
961,1,1,1,0,1,0,-.57012212
962,0,0,1,0,1,1,1.26993
962,0,1,1,0,1,1,-.57012212
963,0,0,1,1,1,0,.34990394
963,0,1,1,1,1,0,.34990394
964,1,0,1,0,1,0,-.57012212
964,1,1,1,0,1,0,1.26993
965,1,0,1,1,1,0,-.57012212
965,1,1,1,1,1,0,.34990394
966,1,0,1,1,1,1,-.57012212
966,1,1,1,1,1,1,-.57012212
967,0,0,1,1,1,1,-.57012212
967,0,1,1,1,1,1,1.26993
968,1,0,1,0,1,1,-1.4901482
968,1,1,1,0,1,1,-.57012212
969,0,0,1,0,1,0,-.57012212
969,0,1,1,0,1,0,-2.4101741
970,1,0,1,1,1,1,-.57012212
970,1,1,1,1,1,1,-.57012212
971,0,0,1,1,1,0,-.57012212
971,0,1,1,1,1,0,-.57012212
972,1,0,1,1,1,0,-.57012212
972,1,1,1,1,1,0,-.57012212
973,0,0,1,1,1,0,-.57012212
973,0,1,1,1,1,0,-1.4901482
974,1,0,1,0,1,1,-.57012212
974,1,1,1,0,1,1,-.57012212
975,0,0,1,1,1,1,-.57012212
975,0,1,1,1,1,1,1.26993
976,0,0,1,0,1,1,-.57012212
976,0,1,1,0,1,1,-.57012212
977,0,0,1,0,1,0,-.57012212
977,0,1,1,0,1,0,-.57012212
978,1,0,1,1,0,0,-.57012212
978,1,1,1,1,0,0,1.26993
979,1,0,1,1,1,1,-.57012212
979,1,1,1,1,1,1,1.26993
980,1,0,1,1,1,1,-.57012212
980,1,1,1,1,1,1,-.57012212
981,0,0,1,1,1,0,1.26993
981,0,1,1,1,1,0,-.57012212
982,0,0,1,1,1,0,1.26993
982,0,1,1,1,1,0,-.57012212
983,0,0,1,0,1,1,.34990394
983,0,1,1,0,1,1,1.26993
984,0,0,1,1,1,0,-1.4901482
984,0,1,1,1,1,0,-.57012212
985,0,0,1,0,1,1,-.57012212
985,0,1,1,0,1,1,1.26993
986,1,0,1,1,1,0,-.57012212
986,1,1,1,1,1,0,1.26993
987,1,0,1,1,0,0,-.57012212
987,1,1,1,1,0,0,-.57012212
988,0,0,1,1,1,0,-.57012212
988,0,1,1,1,1,0,-1.4901482
989,0,0,1,1,1,0,-1.4901482
989,0,1,1,1,1,0,-1.4901482
990,0,0,1,1,1,0,-.57012212
990,0,1,1,1,1,0,-1.4901482
991,1,0,1,1,0,0,-.57012212
991,1,1,1,1,0,0,.34990394
992,0,0,1,1,1,0,-.57012212
992,0,1,1,1,1,0,-.57012212
993,0,0,1,1,1,0,-.57012212
993,0,1,1,1,1,0,-.57012212
994,1,0,1,0,1,1,1.26993
994,1,1,1,0,1,1,-.57012212
995,1,0,1,0,1,0,-.57012212
995,1,1,1,0,1,0,-.57012212
996,0,0,1,1,1,1,-.57012212
996,0,1,1,1,1,1,-.57012212
997,0,0,1,0,1,1,-.57012212
997,0,1,1,0,1,1,-.57012212
998,0,0,1,0,1,1,-.57012212
998,0,1,1,0,1,1,-.57012212
999,1,0,1,1,1,0,-.57012212
999,1,1,1,1,1,0,-.57012212
1000,0,0,1,0,1,0,-.57012212
1000,0,1,1,0,1,0,-1.4901482
